,true,pred
1032,0.001863,0.0072359294
1033,0.001876,0.007248809
1034,0.001841,0.0072876243
1035,0.001872,0.007303779
1036,0.00185,0.0072633447
1037,0.001984,0.0072919372
1038,0.002,0.007272708
1039,0.002004,0.0073858947
1040,0.00202,0.0073794723
1041,0.001962,0.007374326
1042,0.002015,0.007441744
1043,0.001961,0.00736023
1044,0.001961,0.007380675
1045,0.001979,0.007370632
1046,0.001987,0.0073504066
1047,0.001998,0.007385685
1048,0.002001,0.0073926505
1049,0.002047,0.007362024
1050,0.002042,0.007362895
1051,0.001979,0.0074191066
1052,0.00195,0.0074191727
1053,0.001998,0.0073641567
1054,0.002054,0.0073160036
1055,0.002081,0.007352126
1056,0.002123,0.0074013267
1057,0.002402,0.0074217664
1058,0.002343,0.0075279726
1059,0.002334,0.007658481
1060,0.002505,0.007576385
1061,0.00246,0.0075719547
1062,0.002473,0.0077344095
1063,0.002541,0.007634487
1064,0.002505,0.0075949603
1065,0.002464,0.0076690493
1066,0.002476,0.0076515833
1067,0.002479,0.007606622
1068,0.002661,0.0075987517
1069,0.002615,0.007623086
1070,0.002604,0.0077260053
1071,0.002453,0.007708653
1072,0.00241,0.007799214
1073,0.002461,0.007667418
1074,0.00252,0.0075625638
1075,0.002575,0.007618544
1076,0.002492,0.0076846555
1077,0.002512,0.0076787784
1078,0.00253,0.007613777
1079,0.002537,0.00760353
1080,0.002543,0.0076566786
1081,0.002517,0.004777
1082,0.0025,0.004767602
1083,0.002538,0.004799855
1084,0.002538,0.0047578793
1085,0.002476,0.004787687
1086,0.002537,0.004800442
1087,0.002506,0.0048107463
1088,0.002511,0.004746482
1089,0.002532,0.0046860334
1090,0.002528,0.004673758
1091,0.002621,0.004620633
1092,0.002573,0.0047124345
1093,0.002648,0.004750585
1094,0.002575,0.0047487766
1095,0.002594,0.004899743
1096,0.002632,0.0046923384
1097,0.002589,0.0051770722
1098,0.002587,0.0051002223
1099,0.002607,0.005072039
1100,0.002585,0.005083073
1101,0.002562,0.0050665503
1102,0.002585,0.0050770836
1103,0.002455,0.005045589
1104,0.002523,0.005171151
1105,0.002532,0.005050663
1106,0.002482,0.005013643
1107,0.002477,0.0048931055
1108,0.002485,0.0051625203
1109,0.002481,0.005035641
1110,0.002454,0.00499563
1111,0.002453,0.004865707
1112,0.002458,0.0048492327
1113,0.002449,0.0047924854
1114,0.002472,0.004777744
1115,0.002473,0.0048232884
1116,0.002425,0.004823914
1117,0.002408,0.004860646
1118,0.002358,0.004726032
1119,0.002324,0.0046780556
1120,0.002315,0.004643124
1121,0.002305,0.004637383
1122,0.002314,0.0046606963
1123,0.002327,0.004620911
1124,0.002322,0.004619858
1125,0.002322,0.004625841
1126,0.002306,0.004622964
1127,0.002301,0.0045921
1128,0.002618,0.0045708516
1129,0.003121,0.0049235513
1130,0.004757,0.0065246406
1131,0.004331,0.00920595
1132,0.003525,0.009501718
1133,0.003808,0.008391196
1134,0.003636,0.007294271
1135,0.00316,0.006700332
1136,0.003291,0.0073109306
1137,0.003094,0.0062717684
1138,0.002981,0.005960682
1139,0.003055,0.0059464513
1140,0.003455,0.0058103055
1141,0.003381,0.0076203686
1142,0.003226,0.0067999368
1143,0.0033,0.0061246823
1144,0.003289,0.0059359847
1145,0.003298,0.00576925
1146,0.003215,0.005824765
1147,0.003252,0.005842258
1148,0.003237,0.005817784
1149,0.003167,0.005886633
1150,0.003184,0.006051478
1151,0.003171,0.0057115313
1152,0.003227,0.005598463
1153,0.003224,0.005551437
1154,0.003713,0.0056556277
1155,0.003333,0.0070513636
1156,0.003372,0.0067199916
1157,0.003549,0.0059338575
1158,0.003501,0.0061523337
1159,0.003559,0.00614374
1160,0.003531,0.0060895765
1161,0.003514,0.0062381276
1162,0.003468,0.0060945433
1163,0.003495,0.0059836986
1164,0.003391,0.0061226366
1165,0.003462,0.0062622037
1166,0.003483,0.0060553555
1167,0.00357,0.006153494
1168,0.003535,0.0059958342
1169,0.003535,0.0060801376
1170,0.003589,0.0059667258
1171,0.003477,0.0063681733
1172,0.003417,0.006140458
1173,0.003441,0.0059071146
1174,0.003376,0.0056626396
1175,0.003437,0.006013131
1176,0.003397,0.0057223807
1177,0.003409,0.005641809
1178,0.00328,0.0057774903
1179,0.003293,0.0064736772
1180,0.003205,0.0065673124
1181,0.003263,0.0067064026
1182,0.003276,0.0061761127
1183,0.003298,0.00650247
1184,0.00321,0.0065196874
1185,0.003242,0.0066352244
1186,0.003118,0.0065521006
1187,0.002777,0.00600316
1188,0.002877,0.0058718855
1189,0.00276,0.0055999164
1190,0.002783,0.0055420557
1191,0.002815,0.005474127
1192,0.002746,0.0053690886
1193,0.002781,0.005174072
1194,0.002805,0.0050453413
1195,0.002796,0.0051308973
1196,0.002815,0.005129912
1197,0.002783,0.005043844
1198,0.00279,0.005005635
1199,0.002829,0.004951794
1200,0.002793,0.005030891
1201,0.002807,0.0050183083
1202,0.002787,0.0048913145
1203,0.002792,0.004851277
1204,0.002774,0.0049050725
1205,0.002606,0.0049285805
1206,0.002643,0.0049903896
1207,0.002549,0.0046905605
1208,0.00263,0.004724024
1209,0.002713,0.004645004
1210,0.002697,0.0048536006
1211,0.002697,0.0048422315
1212,0.002649,0.0047259824
1213,0.002673,0.0048070746
1214,0.002634,0.0048765726
1215,0.002625,0.0047606286
1216,0.00259,0.0048796395
1217,0.002597,0.005134489
1218,0.002638,0.0047475696
1219,0.002621,0.0047697444
1220,0.002602,0.0047910484
1221,0.002595,0.004806371
1222,0.002609,0.0048131607
1223,0.002657,0.00482669
1224,0.002666,0.004884431
1225,0.002681,0.004797775
1226,0.002667,0.0046538673
1227,0.002637,0.0047410447
1228,0.002638,0.0046640667
1229,0.0026,0.004606572
1230,0.002604,0.0046918634
1231,0.002585,0.0046876436
1232,0.002593,0.004543841
1233,0.002592,0.004539144
1234,0.002595,0.0046770377
1235,0.002624,0.0046678763
1236,0.002647,0.004735673
1237,0.002644,0.0047007175
1238,0.002634,0.004655107
1239,0.002652,0.004652408
1240,0.002665,0.0046764724
1241,0.002674,0.0054512834
1242,0.002583,0.004919447
1243,0.002576,0.004809495
1244,0.002583,0.0046325563
1245,0.002568,0.004699584
1246,0.002576,0.004601771
1247,0.002514,0.0045224587
1248,0.002517,0.0046053426
1249,0.002546,0.004581528
1250,0.002639,0.0045765517
1251,0.002757,0.0046254443
1252,0.00267,0.0049878787
1253,0.002707,0.0049678236
1254,0.002673,0.0046822745
1255,0.00276,0.0048006177
1256,0.002757,0.0049703447
1257,0.002773,0.0049502556
1258,0.002811,0.0048088776
1259,0.002769,0.0049055093
1260,0.002773,0.004974599
1261,0.002879,0.004847575
1262,0.002935,0.005321932
1263,0.002904,0.0052974205
1264,0.002905,0.0052729743
1265,0.002986,0.005087031
1266,0.00351,0.0052610016
1267,0.00334,0.0064779124
1268,0.003684,0.0063098855
1269,0.00424,0.00621761
1270,0.003716,0.007857856
1271,0.003245,0.007122291
1272,0.00327,0.0066342466
1273,0.003392,0.0056289514
1274,0.00344,0.0055594086
1275,0.003551,0.005569767
1276,0.00332,0.0057888385
1277,0.003369,0.005844257
1278,0.003433,0.0055263788
1279,0.003282,0.0055720615
1280,0.003391,0.005537136
1281,0.003388,0.0053925607
1282,0.003335,0.0054514897
1283,0.003176,0.005426186
1284,0.003158,0.0053965915
1285,0.003109,0.0052602356
1286,0.003075,0.0051436713
1287,0.003164,0.005135471
1288,0.003259,0.0051595336
1289,0.003224,0.0052661737
1290,0.003204,0.0053195045
1291,0.003423,0.0052802917
1292,0.003723,0.005468231
1293,0.003863,0.0069428645
1294,0.003925,0.0064820084
1295,0.004641,0.006563984
1296,0.004773,0.00925533
1297,0.004514,0.010172626
1298,0.003767,0.007974975
1299,0.004573,0.0073073576
1300,0.004563,0.007102574
1301,0.004508,0.0073946435
1302,0.004548,0.007332955
1303,0.004594,0.0073988736
1304,0.004488,0.0071210386
1305,0.004627,0.0070538083
1306,0.004666,0.0070845336
1307,0.005661,0.0071117757
1308,0.010489,0.008556673
1309,0.00985,0.0034447666
1310,0.00978,0.012206247
1311,0.009958,0.015497325
1312,0.010443,0.014367928
1313,0.009724,0.014976159
1314,0.009753,0.013233641
1315,0.010158,0.012860916
1316,0.009831,0.013378307
1317,0.008828,0.013394781
1318,0.008066,0.012941228
1319,0.008669,0.011353462
1320,0.0094,0.011329644
1321,0.009373,0.012629488
1322,0.009235,0.012657568
1323,0.009094,0.012053437
1324,0.009172,0.011820861
1325,0.009053,0.01175381
1326,0.009055,0.01184485
1327,0.008172,0.011677148
1328,0.008516,0.010996472
1329,0.008571,0.010989837
1330,0.008714,0.011009534
1331,0.008353,0.011146427
1332,0.00824,0.010931128
1333,0.007441,0.0106500285
1334,0.036265,0.010082018
1335,0.046597,0.034024354
1336,0.028197,0.008714244
1337,0.036841,0.029327549
1338,0.034705,0.04019956
1339,0.031296,0.04145879
1340,0.037345,0.03748444
1341,0.052944,0.043383904
1342,0.046783,0.05466297
1343,0.057465,0.05429275
1344,0.078508,0.06500152
1345,0.078793,0.085030995
1346,0.070012,0.087779485
1347,0.072584,0.078800134
1348,0.069611,0.08130291
1349,0.069791,0.0773738
1350,0.066249,0.07769853
1351,0.062639,0.0733038
1352,0.056442,0.070205875
1353,0.053513,0.06413654
1354,0.049467,0.060214486
1355,0.059134,0.055816103
1356,0.055036,0.06660805
1357,0.054135,0.06190599
1358,0.055881,0.06107303
1359,0.05353,0.06242464
1360,0.047673,0.060619544
1361,0.056653,0.05405708
1362,0.050045,0.06385177
1363,0.050463,0.056358036
1364,0.050076,0.056129936
1365,0.048129,0.055493455
1366,0.050576,0.053539533
1367,0.050279,0.056025516
1368,0.050474,0.055740345
1369,0.049927,0.05576844
1370,0.049584,0.05521591
1371,0.050935,0.0548589
1372,0.051881,0.056465838
1373,0.062848,0.057144295
1374,0.057978,0.069911
1375,0.0559,0.064678006
1376,0.055893,0.06181577
1377,0.055261,0.061530843
1378,0.062694,0.06092025
1379,0.058431,0.06899356
1380,0.056965,0.06520654
1381,0.058611,0.06294263
1382,0.05788,0.064462915
1383,0.057294,0.063521795
1384,0.05827,0.06291728
1385,0.058827,0.063997105
1386,0.057471,0.06465823
1387,0.054929,0.06313506
1388,0.053437,0.06043381
1389,0.05151,0.058866512
1390,0.051263,0.05685561
1391,0.053973,0.05660237
1392,0.054426,0.059159774
1393,0.053637,0.059782464
1394,0.054102,0.058824454
1395,0.054027,0.059357557
1396,0.053744,0.059444357
1397,0.062113,0.059059713
1398,0.05757,0.07005883
1399,0.055554,0.06415834
1400,0.057401,0.061347555
1401,0.059948,0.06305919
1402,0.064283,0.06606341
1403,0.058728,0.07123377
1404,0.061757,0.065614045
1405,0.061582,0.06777923
1406,0.063688,0.06774378
1407,0.07415,0.070103325
1408,0.070719,0.0828228
1409,0.093763,0.07829547
1410,0.121349,0.10350459
1411,0.182784,0.12917838
1412,0.365551,0.19781972
1413,0.281909,0.3642534
1414,0.322037,0.30238277
1415,0.407335,0.34515327
1416,0.317696,0.4290428
1417,0.305633,0.34032995
1418,0.26081,0.32947886
1419,0.248731,0.2829255
1420,0.270017,0.26955748
1421,0.251103,0.2923047
1422,0.269805,0.27233386
1423,0.270668,0.29167885
1424,0.323582,0.29243007
1425,0.30324,0.34747398
1426,0.336635,0.32662052
1427,0.390642,0.36060846
1428,0.372404,0.41468987
1429,0.438244,0.3968023
1430,0.559005,0.4603166
1431,0.655355,0.5651941
1432,0.579839,0.6420648
1433,0.573179,0.5850118
