,true,pred
673,0.002988,0.0056496263
674,0.002859,0.0054825153
675,0.002965,0.005129059
676,0.002768,0.004969717
677,0.002839,0.005680115
678,0.002868,0.0053573563
679,0.002881,0.005363353
680,0.002776,0.005171396
681,0.002814,0.005288071
682,0.002811,0.005083041
683,0.002952,0.005086392
684,0.002888,0.0054751886
685,0.002929,0.0053229807
686,0.002787,0.0052406155
687,0.002772,0.005336345
688,0.002747,0.005119901
689,0.002598,0.0051893964
690,0.002444,0.0053258156
691,0.002515,0.0049876887
692,0.002512,0.004871812
693,0.002547,0.0047175162
694,0.002461,0.0047311615
695,0.00251,0.0048773945
696,0.002539,0.004751643
697,0.002599,0.0047681998
698,0.002705,0.0048791934
699,0.002692,0.0050162734
700,0.002643,0.0050868476
701,0.002596,0.004896731
702,0.002556,0.0049174973
703,0.002554,0.0048992713
704,0.002497,0.004845401
705,0.002496,0.00481814
706,0.002776,0.0048021963
707,0.002628,0.005252191
708,0.002728,0.005274792
709,0.003074,0.005099101
710,0.003334,0.0055137826
711,0.003135,0.0059049176
712,0.002915,0.006231037
713,0.002958,0.0057617817
714,0.00313,0.005240147
715,0.002976,0.005267804
716,0.003032,0.005461922
717,0.002932,0.0052781347
718,0.002952,0.005355973
719,0.002989,0.0052645197
720,0.002975,0.005371861
721,0.003046,0.0052832654
722,0.003124,0.0054239947
723,0.003146,0.0058046184
724,0.003171,0.0056047365
725,0.003206,0.0056073237
726,0.003396,0.006223526
727,0.00335,0.0059765647
728,0.00337,0.006065339
729,0.003165,0.005864843
730,0.002966,0.0059295846
731,0.003029,0.0057585584
732,0.003083,0.0053740097
733,0.003148,0.005401095
734,0.003101,0.0054342737
735,0.002988,0.0054227444
736,0.003074,0.0054002926
737,0.003057,0.0053830463
738,0.003073,0.0053760796
739,0.003079,0.0054629976
740,0.003105,0.0054807174
741,0.003132,0.005459452
742,0.00318,0.0055931304
743,0.00319,0.0057147425
744,0.003105,0.00560946
745,0.00314,0.0055851648
746,0.003106,0.0054196934
747,0.003259,0.005435852
748,0.00331,0.0055625737
749,0.00331,0.0059866845
750,0.003344,0.005737575
751,0.003349,0.0057184375
752,0.0034,0.0057055503
753,0.003383,0.006146429
754,0.003415,0.006459514
755,0.003371,0.006159805
756,0.003279,0.0057736915
757,0.00327,0.0057088165
758,0.003162,0.0056832796
759,0.003343,0.0056520044
760,0.00318,0.005511904
761,0.003857,0.0056221797
762,0.003521,0.007161035
763,0.00358,0.0062297476
764,0.003466,0.0058337674
765,0.003493,0.005754916
766,0.003398,0.005769266
767,0.003244,0.0059152795
768,0.003356,0.0057460517
769,0.003286,0.0055327844
770,0.002963,0.0055621844
771,0.003091,0.0055591622
772,0.002791,0.0054915296
773,0.002898,0.005503037
774,0.003114,0.0052719293
775,0.003039,0.005310802
776,0.003108,0.005276467
777,0.003078,0.005276271
778,0.003013,0.0052937223
779,0.002882,0.0053356504
780,0.002902,0.005208927
781,0.002949,0.005302741
782,0.00295,0.0051586116
783,0.002863,0.005133421
784,0.002869,0.0051976945
785,0.002838,0.0050866636
786,0.00277,0.00507347
787,0.002897,0.004975039
788,0.002929,0.005039354
789,0.002914,0.0050815465
790,0.002922,0.00515055
791,0.002938,0.005109456
792,0.003047,0.0050971853
793,0.002952,0.0053315666
794,0.002961,0.005268137
795,0.002933,0.0051949816
796,0.0029,0.005176667
797,0.002805,0.005188695
798,0.002909,0.005133711
799,0.002883,0.0050651496
800,0.002856,0.005158715
801,0.002789,0.005114629
802,0.002667,0.0051504816
803,0.002726,0.0051076575
804,0.002687,0.00492211
805,0.002748,0.004903776
806,0.002814,0.005012703
807,0.002773,0.00494894
808,0.002689,0.005005271
809,0.002758,0.005020621
810,0.002748,0.004935844
811,0.002705,0.0049435007
812,0.002719,0.004940723
813,0.002714,0.004888629
814,0.002676,0.0049104774
815,0.002579,0.0048854565
816,0.002495,0.004857273
817,0.002538,0.0048029656
818,0.002679,0.0046638935
819,0.002572,0.0047545433
820,0.002637,0.004849295
821,0.002623,0.0047807624
822,0.00289,0.0049302373
823,0.002512,0.0049639624
824,0.002572,0.0050433977
825,0.002536,0.004790466
826,0.00258,0.0048723603
827,0.002481,0.0048125135
828,0.002478,0.004920676
829,0.00246,0.0047306987
830,0.002462,0.004662675
831,0.002471,0.0046444284
832,0.002476,0.004614654
833,0.002517,0.004684619
834,0.002502,0.004693608
835,0.002617,0.0047585424
836,0.002746,0.004797307
837,0.002739,0.00497617
838,0.002725,0.0051206555
839,0.002681,0.0049461136
840,0.002649,0.0049341647
841,0.002583,0.0049352115
842,0.002255,0.0048500034
843,0.002263,0.005231769
844,0.002215,0.004727328
845,0.002332,0.0046372204
846,0.002312,0.004594224
847,0.002299,0.0047375066
848,0.002418,0.004678483
849,0.002444,0.0048000775
850,0.002415,0.004710895
851,0.002387,0.004604251
852,0.002563,0.0046445522
853,0.002399,0.0046814717
854,0.002512,0.0048320414
855,0.002527,0.0047263955
856,0.002431,0.0049048313
857,0.002445,0.0048351334
858,0.002385,0.004800436
859,0.002369,0.0047139707
860,0.002383,0.004693874
861,0.002465,0.004664991
862,0.002564,0.004889651
863,0.002548,0.0048698233
864,0.002583,0.0049331896
865,0.002755,0.0049465373
866,0.002753,0.005219103
867,0.002788,0.0052297106
868,0.0028,0.005099642
869,0.002704,0.0051650144
870,0.002578,0.0049671894
871,0.002548,0.0048458045
872,0.002593,0.0050777043
873,0.002696,0.0049389256
874,0.002672,0.005290702
875,0.002675,0.0055554993
876,0.002687,0.0052056396
877,0.002666,0.005112092
878,0.002627,0.0050604613
879,0.002633,0.005013601
880,0.002648,0.004921954
881,0.002698,0.0049495595
882,0.002855,0.0049846997
883,0.002651,0.0050349347
884,0.002628,0.0052047633
885,0.002736,0.005131069
886,0.002762,0.004986113
887,0.002801,0.0051570265
888,0.002744,0.005163303
889,0.002826,0.00519892
890,0.002777,0.00520912
891,0.002782,0.005181567
892,0.002778,0.005126234
893,0.002743,0.005101119
894,0.002711,0.0051305536
895,0.002683,0.0051830057
896,0.002745,0.0050954507
897,0.002636,0.005068125
898,0.002608,0.0052105854
899,0.002653,0.005099537
900,0.002504,0.0050937627
901,0.002421,0.005202613
902,0.002957,0.0051805126
903,0.002785,0.0050589424
904,0.002465,0.005473653
905,0.002327,0.005432177
906,0.00239,0.0049664527
907,0.002428,0.004909428
908,0.002887,0.0048511433
909,0.002394,0.004986555
910,0.002365,0.0052673444
911,0.00232,0.0048225033
912,0.002293,0.004683369
913,0.002291,0.004736934
914,0.002328,0.004839749
915,0.002335,0.00477002
916,0.002288,0.004764471
917,0.002287,0.004798051
918,0.002281,0.004712616
919,0.002306,0.00474557
920,0.002304,0.0047829123
921,0.002304,0.004799703
922,0.002302,0.0047687506
923,0.002294,0.0047757444
924,0.002275,0.004775121
925,0.002249,0.0047657387
926,0.002207,0.0047617876
927,0.002247,0.0048501343
928,0.002206,0.0048443507
929,0.002094,0.004748446
930,0.002118,0.0046161725
931,0.002132,0.0045354078
932,0.002126,0.0046218196
933,0.002247,0.0046196766
934,0.002199,0.004567446
935,0.002202,0.0047146413
936,0.002104,0.0046548336
937,0.002122,0.0046474943
938,0.002153,0.004573965
939,0.002038,0.004565876
940,0.002015,0.004230951
941,0.00204,0.00413053
942,0.001999,0.0040751165
943,0.002042,0.0041739857
944,0.002307,0.004100452
945,0.00208,0.004117946
946,0.002153,0.004381108
947,0.002182,0.004181929
948,0.002138,0.0042745555
949,0.002138,0.004316616
950,0.002208,0.0042403257
951,0.002179,0.0042529833
952,0.002205,0.0043261116
953,0.002161,0.004281669
954,0.002356,0.0042851167
955,0.148228,0.0043972237
956,0.002323,0.00599424
957,0.002479,0.0066022966
958,0.002503,0.004538966
959,0.002423,0.0046528517
960,0.002467,0.0046555046
961,0.002389,0.0045481967
962,0.002376,0.0045675077
963,0.002287,0.00446559
964,0.002282,0.004487196
965,0.002248,0.004398073
966,0.002296,0.004371899
967,0.002355,0.004335652
968,0.002415,0.004457226
969,0.002417,0.004501884
970,0.002431,0.004550251
971,0.002381,0.0045632347
972,0.002432,0.004554363
973,0.002439,0.004495511
974,0.002416,0.004578151
975,0.002512,0.0045716125
976,0.002598,0.0046036504
977,0.00266,0.004750751
978,0.002786,0.004786503
979,0.003171,0.0048806053
980,0.003228,0.0052885767
981,0.002983,0.0057190564
982,0.00307,0.005534905
983,0.003053,0.0053074416
984,0.003002,0.005357256
985,0.003101,0.0053690663
986,0.002903,0.005256732
987,0.002756,0.0052967956
988,0.002694,0.0051744888
989,0.002839,0.00498673
990,0.00261,0.004971698
991,0.002651,0.0049762744
992,0.002645,0.00483534
993,0.002598,0.0047985953
994,0.002678,0.0047718985
995,0.002582,0.004747318
996,0.002476,0.0048085204
997,0.002344,0.0047383066
998,0.002327,0.0046889945
999,0.00229,0.004474097
1000,0.002216,0.0044315998
1001,0.002276,0.004367904
1002,0.00235,0.004323491
1003,0.0025,0.004375213
1004,0.002424,0.0046077464
1005,0.002479,0.0046594124
1006,0.002485,0.0045919474
1007,0.002408,0.0046304725
1008,0.002178,0.0046479674
1009,0.002222,0.0046470035
1010,0.002205,0.004486207
1011,0.002176,0.0044560404
1012,0.001585,0.0043798676
1013,0.001753,0.005042791
1014,0.001687,0.0043945564
1015,0.001695,0.004042252
1016,0.001637,0.0039531784
1017,0.001703,0.0040629897
1018,0.001672,0.0038362779
1019,0.001763,0.0039481996
1020,0.001773,0.0029034577
1021,0.001781,0.0072090463
1022,0.001726,0.0072178086
1023,0.001816,0.0072241267
1024,0.001844,0.0071705044
1025,0.001831,0.0072454596
1026,0.001825,0.0072746444
1027,0.001781,0.007254567
1028,0.001774,0.007256058
1029,0.001721,0.0072287796
1030,0.001805,0.007211604
1031,0.0018,0.0071580745
