,Price,Change %,Volx1M
873,0.002593,1.76,3190.0
874,0.002696,3.97,4990.0
875,0.002672,-0.87,6190.0
876,0.002675,0.12,4080.0
877,0.002687,0.44,3470.0
878,0.002666,-0.78,3130.0
879,0.002627,-1.5,3000.0
880,0.002633,0.26,2640.0
881,0.002648,0.56,2750.0
882,0.002698,1.9,2820.0
883,0.002855,5.8,2640.0
884,0.002651,-7.13,3270.0
885,0.002628,-0.89,3790.0
886,0.002736,4.14,2880.0
887,0.002762,0.94,3330.0
888,0.002801,1.4,3180.0
889,0.002744,-2.03,3310.0
890,0.002826,3.01,3510.0
891,0.002777,-1.76,3030.0
892,0.002782,0.2,2920.0
893,0.002778,-0.14,2750.0
894,0.002743,-1.28,3000.0
895,0.002711,-1.15,3540.0
896,0.002683,-1.04,3200.0
897,0.002745,2.32,3080.0
898,0.002636,-3.97,3820.0
899,0.002608,-1.08,3700.0
900,0.002653,1.76,3750.0
901,0.002504,-5.63,4410.0
902,0.002421,-3.34,5130.0
903,0.002957,22.15,4270.0
904,0.002785,-5.79,4240.0
905,0.002465,-11.51,5330.0
906,0.002327,-5.59,4100.0
907,0.00239,2.69,4440.0
908,0.002428,1.61,3690.0
909,0.002887,18.9,3850.0
910,0.002394,-17.08,4000.0
911,0.002365,-1.19,3550.0
912,0.00232,-1.89,2900.0
913,0.002293,-1.18,3490.0
914,0.002291,-0.1,4280.0
915,0.002328,1.64,3840.0
916,0.002335,0.27,3580.0
917,0.002288,-1.99,3790.0
918,0.002287,-0.04,3530.0
919,0.002281,-0.27,3740.0
920,0.002306,1.1,3990.0
921,0.002304,-0.08,3950.0
922,0.002304,0.0,3770.0
923,0.002302,-0.12,3810.0
924,0.002294,-0.33,3830.0
925,0.002275,-0.82,3830.0
926,0.002249,-1.15,3930.0
927,0.002207,-1.86,4660.0
928,0.002247,1.78,4850.0
929,0.002206,-1.8,4040.0
930,0.002094,-5.11,3510.0
931,0.002118,1.17,3690.0
932,0.002132,0.63,4059.9999999999995
933,0.002126,-0.24,3970.0
934,0.002247,5.66,3650.0
935,0.002199,-2.15,3830.0
936,0.002202,0.17,3750.0
937,0.002104,-4.49,3720.0
938,0.002122,0.86,3860.0
939,0.002153,1.46,3690.0
940,0.002038,-5.3,1530.0
941,0.002015,-1.17,1610.0
942,0.00204,1.24,1440.0
943,0.001999,-1.98,1860.0
944,0.002042,2.14,1690.0
945,0.002307,12.99,1550.0
946,0.00208,-9.86,1570.0
947,0.002153,3.51,1660.0
948,0.002182,1.36,1750.0
949,0.002138,-1.99,1840.0
950,0.002138,-0.05,1640.0
951,0.002208,3.29,1710.0
952,0.002179,-1.31,1730.0
953,0.002205,1.2,1630.0
954,0.002161,-2.02,1510.0
955,0.002356,9.04,2380.0
956,0.148228,6191.55,2210.0
957,0.002323,-98.43,1870.0
958,0.002479,6.74,2160.0
959,0.002503,0.94,1940.0
960,0.002423,-3.2,1920.0
961,0.002467,1.82,1660.0
962,0.002389,-3.14,1620.0
963,0.002376,-0.58,1430.0
964,0.002287,-3.74,1700.0
965,0.002282,-0.2,1660.0
966,0.002248,-1.5,1550.0
967,0.002296,2.16,1510.0
968,0.002355,2.56,1910.0
969,0.002415,2.54,1800.0
970,0.002417,0.1,1760.0
971,0.002431,0.57,1810.0
972,0.002381,-2.06,1730.0
973,0.002432,2.16,1610.0
974,0.002439,0.27,1810.0
975,0.002416,-0.93,1760.0
976,0.002512,3.95,1980.0
977,0.002598,3.44,2250.0
978,0.00266,2.37,1940.0
979,0.002786,4.75,2020.0
980,0.003171,13.81,3210.0
981,0.003228,1.8,3890.0
982,0.002983,-7.58,3100.0
983,0.00307,2.94,2550.0
984,0.003053,-0.57,2500.0
985,0.003002,-1.66,2750.0
986,0.003101,3.28,2100.0
987,0.002903,-6.36,2330.0
988,0.002756,-5.06,2690.0
989,0.002694,-2.25,2320.0
990,0.002839,5.38,2310.0
991,0.00261,-8.08,2029.9999999999998
992,0.002651,1.56,2180.0
993,0.002645,-0.24,1770.0
994,0.002598,-1.75,1710.0
995,0.002678,3.08,1690.0
996,0.002582,-3.58,1790.0
997,0.002476,-4.14,1960.0
998,0.002344,-5.3,2340.0
999,0.002327,-0.74,1760.0
1000,0.00229,-1.59,1630.0
1001,0.002216,-3.25,1500.0
1002,0.002276,2.7,1630.0
1003,0.00235,3.26,1550.0
1004,0.0025,6.38,2390.0
1005,0.002424,-3.02,1960.0
1006,0.002479,2.27,1900.0
1007,0.002485,0.24,1830.0
1008,0.002408,-3.11,1980.0
1009,0.002178,-9.55,2580.0
1010,0.002222,2.01,2840.0
1011,0.002205,-0.74,2410.0
1012,0.002176,-1.35,2060.0
1013,0.001585,-27.12,6660.0
1014,0.001753,10.58,6490.0
1015,0.001687,-3.79,2790.0
1016,0.001695,0.48,2760.0
1017,0.001637,-3.43,3280.0
1018,0.001703,4.02,2470.0
1019,0.001672,-1.79,2580.0
1020,0.001763,5.43,77340.0
1021,0.001773,0.54,37630.0
1022,0.001781,0.51,37630.0
1023,0.001726,-3.1,37990.0
1024,0.001816,5.21,37190.0
1025,0.001844,1.54,35900.0
1026,0.001831,-0.72,36150.0
1027,0.001825,-0.34,35680.0
1028,0.001781,-2.39,36480.0
1029,0.001774,-0.39,38200.0
1030,0.001721,-2.99,37160.0
1031,0.001805,4.85,36560.0
1032,0.0018,-0.27,36220.0
1033,0.001863,3.5,37270.0
1034,0.001876,0.73,35610.0
1035,0.001841,-1.91,36040.0
1036,0.001872,1.7,35420.0
1037,0.00185,-1.15,35540.0
1038,0.001984,7.2,34870.0
1039,0.002,0.83,34260.0
1040,0.002004,0.18,33430.0
1041,0.00202,0.83,33080.0
1042,0.001962,-2.89,35790.0
1043,0.002015,2.68,33910.0
1044,0.001961,-2.65,33290.0
1045,0.001961,0.0,34720.0
1046,0.001979,0.9,33770.0
1047,0.001987,0.41,34510.0
1048,0.001998,0.53,34410.0
1049,0.002001,0.15,32930.0
1050,0.002047,2.33,32670.0
1051,0.002042,-0.25,33180.0
1052,0.001979,-3.12,33710.0
1053,0.00195,-1.42,33890.0
1054,0.001998,2.44,32850.0
1055,0.002054,2.8,32380.000000000004
1056,0.002081,1.33,32240.000000000004
1057,0.002123,2.01,31930.0
1058,0.002402,13.12,32330.0
1059,0.002343,-2.44,30170.0
1060,0.002334,-0.37,29410.0
1061,0.002505,7.3,28580.0
1062,0.00246,-1.79,29440.0
1063,0.002473,0.52,28060.0
1064,0.002541,2.77,26880.0
1065,0.002505,-1.43,27450.0
1066,0.002464,-1.62,27830.0
1067,0.002476,0.48,27500.0
1068,0.002479,0.12,27200.0
1069,0.002661,7.32,26680.0
1070,0.002615,-1.69,26420.0
1071,0.002604,-0.43,26700.0
1072,0.002453,-5.82,29420.0
1073,0.00241,-1.74,29150.0
1074,0.002461,2.12,27530.0
1075,0.00252,2.38,27520.0
1076,0.002575,2.21,27620.0
1077,0.002492,-3.23,27280.0
1078,0.002512,0.81,27090.0
1079,0.00253,0.72,26590.0
1080,0.002537,0.25,27200.0
1081,0.002543,0.27,2340.0
1082,0.002517,-1.02,2280.0
1083,0.0025,-0.7,2620.0
1084,0.002538,1.53,2420.0
1085,0.002538,0.0,2400.0
1086,0.002476,-2.43,2550.0
1087,0.002537,2.44,2860.0
1088,0.002506,-1.2,2200.0
1089,0.002511,0.19,1990.0
1090,0.002532,0.83,1870.0
1091,0.002528,-0.14,1460.0
1092,0.002621,3.66,1910.0
1093,0.002573,-1.82,1730.0
1094,0.002648,2.9,1860.0
1095,0.002575,-2.76,2480.0
1096,0.002594,0.77,1590.0
1097,0.002632,1.45,4360.0
1098,0.002589,-1.66,3750.0
1099,0.002587,-0.07,3800.0
1100,0.002607,0.77,3850.0
1101,0.002585,-0.82,3680.0
1102,0.002562,-0.92,3880.0
1103,0.002585,0.91,3780.0
1104,0.002455,-5.0,4620.0
1105,0.002523,2.76,4460.0
1106,0.002532,0.34,3850.0
1107,0.002482,-1.97,3130.0
1108,0.002477,-0.19,5070.0
1109,0.002485,0.33,4290.0
1110,0.002481,-0.18,4000.0
1111,0.002454,-1.07,3260.0
1112,0.002453,-0.05,3300.0
1113,0.002458,0.22,2960.0
1114,0.002449,-0.38,2850.0
1115,0.002472,0.93,3150.0
1116,0.002473,0.03,3030.0
1117,0.002425,-1.94,3300.0
1118,0.002408,-0.67,2760.0
1119,0.002358,-2.11,2600.0
1120,0.002324,-1.45,2690.0
1121,0.002315,-0.39,2850.0
1122,0.002305,-0.42,3050.0
1123,0.002314,0.4,2860.0
1124,0.002327,0.54,2790.0
1125,0.002322,-0.21,2760.0
1126,0.002322,0.0,2770.0
1127,0.002306,-0.66,2600.0
1128,0.002301,-0.23,2560.0
1129,0.002618,13.78,4520.0
1130,0.003121,19.21,12700.0
1131,0.004757,52.41,48780.0
1132,0.004331,-8.95,24230.0
1133,0.003525,-18.61,18810.0
1134,0.003808,8.02,11320.0
1135,0.003636,-4.52,6560.0
1136,0.00316,-13.09,13400.0
1137,0.003291,4.17,7340.0
1138,0.003094,-6.01,5240.0
1139,0.002981,-3.66,6240.0
1140,0.003055,2.49,5700.0
1141,0.003455,13.09,18060.0
1142,0.003381,-2.15,9430.0
1143,0.003226,-4.58,5600.0
1144,0.0033,2.32,4840.0
1145,0.003289,-0.36,3520.0
1146,0.003298,0.3,3890.0
1147,0.003215,-2.54,4160.0
1148,0.003252,1.16,4260.0
1149,0.003237,-0.47,4570.0
1150,0.003167,-2.16,5860.0
1151,0.003184,0.53,3960.0
1152,0.003171,-0.39,3230.0
1153,0.003227,1.75,2870.0
1154,0.003224,-0.08,3280.0
1155,0.003713,15.17,11350.0
1156,0.003333,-10.24,8029.999999999999
1157,0.003372,1.17,4200.0
1158,0.003549,5.24,4950.0
1159,0.003501,-1.33,4330.0
1160,0.003559,1.63,4010.0
1161,0.003531,-0.77,4800.0
1162,0.003514,-0.5,4050.0
1163,0.003468,-1.29,3560.0
1164,0.003495,0.78,4520.0
1165,0.003391,-2.98,5590.0
1166,0.003462,2.08,4490.0
1167,0.003483,0.61,4770.0
1168,0.00357,2.51,3480.0
1169,0.003535,-0.99,3760.0
1170,0.003535,0.02,3200.0
1171,0.003589,1.51,5550.0
1172,0.003477,-3.1,4230.0
1173,0.003417,-1.74,3360.0
1174,0.003441,0.71,2060.0
1175,0.003376,-1.88,4260.0
1176,0.003437,1.8,2580.0
1177,0.003397,-1.16,1970.0
1178,0.003409,0.36,2900.0
1179,0.00328,-3.79,7650.0
1180,0.003293,0.39,8810.0
1181,0.003205,-2.67,10010.0
1182,0.003263,1.83,6570.0
1183,0.003276,0.38,8480.0
1184,0.003298,0.66,8480.0
1185,0.00321,-2.65,9460.0
1186,0.003242,1.0,9170.0
1187,0.003118,-3.83,5650.0
1188,0.002777,-10.95,6140.0
1189,0.002877,3.6,5700.0
1190,0.00276,-4.06,5070.0
1191,0.002783,0.84,5150.0
1192,0.002815,1.15,4320.0
1193,0.002746,-2.46,3090.0
1194,0.002781,1.27,2580.0
1195,0.002805,0.87,2890.0
1196,0.002796,-0.29,2790.0
1197,0.002815,0.66,2280.0
1198,0.002783,-1.15,2020.0
1199,0.00279,0.26,1840.0
1200,0.002829,1.39,2210.0
1201,0.002793,-1.25,2020.0
1202,0.002807,0.48,1410.0
1203,0.002787,-0.7,1150.0
1204,0.002792,0.15,1540.0
1205,0.002774,-0.62,1690.0
1206,0.002606,-6.06,2400.0
1207,0.002643,1.4,1360.0
1208,0.002549,-3.56,1500.0
1209,0.00263,3.18,1400.0
1210,0.002713,3.17,2110.0
1211,0.002697,-0.6,1660.0
1212,0.002697,0.0,1060.0
1213,0.002649,-1.77,1600.0
1214,0.002673,0.88,2200.0
1215,0.002634,-1.46,1460.0
1216,0.002625,-0.34,2360.0
1217,0.00259,-1.32,4000.0
1218,0.002597,0.26,1830.0
1219,0.002638,1.61,1880.0
1220,0.002621,-0.66,1820.0
1221,0.002602,-0.72,2020.0
1222,0.002595,-0.28,2160.0
1223,0.002609,0.55,2260.0
1224,0.002657,1.84,2470.0
1225,0.002666,0.34,1710.0
1226,0.002681,0.59,815.47
1227,0.002667,-0.55,1260.0
1228,0.002637,-1.11,926.05
1229,0.002638,0.05,735.26
1230,0.0026,-1.44,1270.0
1231,0.002604,0.13,1420.0
1232,0.002585,-0.72,597.98
1233,0.002593,0.32,653.26
1234,0.002592,-0.04,1410.0
1235,0.002595,0.13,1360.0
1236,0.002624,1.09,1700.0
1237,0.002647,0.89,1330.0
1238,0.002644,-0.1,959.32
1239,0.002634,-0.38,969.0
1240,0.002652,0.66,1130.0
1241,0.002665,0.5,5750.0
1242,0.002674,0.35,2380.0
1243,0.002583,-3.42,1810.0
1244,0.002576,-0.27,1220.0
1245,0.002583,0.3,1640.0
1246,0.002568,-0.59,1050.0
1247,0.002576,0.3,657.41
1248,0.002514,-2.4,1170.0
1249,0.002517,0.1,1330.0
1250,0.002546,1.17,1260.0
1251,0.002639,3.64,1290.0
1252,0.002757,4.46,2800.0
1253,0.00267,-3.16,2240.0
1254,0.002707,1.4,923.76
1255,0.002673,-1.26,1480.0
1256,0.00276,3.25,2520.0
1257,0.002757,-0.09,1990.0
1258,0.002773,0.57,1150.0
1259,0.002811,1.36,1580.0
1260,0.002769,-1.49,1880.0
1261,0.002773,0.14,1320.0
1262,0.002879,3.84,3970.0
1263,0.002935,1.93,3210.0
1264,0.002904,-1.05,2870.0
1265,0.002905,0.06,1900.0
1266,0.002986,2.79,2780.0
1267,0.00351,17.54,9100.0
1268,0.00334,-4.84,5990.0
1269,0.003684,10.3,5150.0
1270,0.00424,15.07,13300.0
1271,0.003716,-12.34,7730.0
1272,0.003245,-12.69,7720.0
1273,0.00327,0.79,2940.0
1274,0.003392,3.72,2140.0
1275,0.00344,1.41,1610.0
1276,0.003551,3.25,2450.0
1277,0.00332,-6.52,2970.0
1278,0.003369,1.47,1800.0
1279,0.003433,1.91,1730.0
1280,0.003282,-4.4,1650.0
1281,0.003391,3.31,1120.0
1282,0.003388,-0.09,1050.0
1283,0.003335,-1.56,1040.0
1284,0.003176,-4.78,1430.0
1285,0.003158,-0.57,1280.0
1286,0.003109,-1.55,780.04
1287,0.003075,-1.09,996.31
1288,0.003164,2.91,1100.0
1289,0.003259,2.99,1150.0
1290,0.003224,-1.06,1160.0
1291,0.003204,-0.62,1110.0
1292,0.003423,6.83,1810.0
1293,0.003723,8.75,9510.0
1294,0.003863,3.75,4750.0
1295,0.003925,1.62,4570.0
1296,0.004641,18.23,23480.0
1297,0.004773,2.86,32479.999999999996
1298,0.004514,-5.42,8850.0
1299,0.003767,-16.55,8029.999999999999
1300,0.004573,21.4,6350.0
1301,0.004563,-0.22,5340.0
1302,0.004508,-1.21,5180.0
1303,0.004548,0.89,5620.0
1304,0.004594,1.02,3590.0
1305,0.004488,-2.32,3420.0
1306,0.004627,3.11,3430.0
1307,0.004666,0.84,3050.0
1308,0.005661,21.33,8410.0
1309,0.010489,85.27,100850.0
1310,0.00985,-6.09,71680.0
1311,0.00978,-0.71,38720.0
1312,0.009958,1.82,15370.0
1313,0.010443,4.87,16840.0
1314,0.009724,-6.88,7150.0
1315,0.009753,0.29,5480.0
1316,0.010158,4.15,6610.0
1317,0.009831,-3.22,8010.0
1318,0.008828,-10.2,11360.0
1319,0.008066,-8.63,5990.0
1320,0.008669,7.47,3980.0
1321,0.0094,8.43,7540.0
1322,0.009373,-0.28,6690.0
1323,0.009235,-1.48,3590.0
1324,0.009094,-1.52,3070.0
1325,0.009172,0.86,2480.0
1326,0.009053,-1.29,3510.0
1327,0.009055,0.02,2650.0
1328,0.008172,-9.75,2880.0
1329,0.008516,4.2,2470.0
1330,0.008571,0.65,1790.0
1331,0.008714,1.67,1840.0
1332,0.008353,-4.14,2070.0
1333,0.00824,-1.35,1470.0
1334,0.007441,-9.7,2009.9999999999998
1335,0.036265,387.36,12410.0
1336,0.046597,28.49,146800.0
1337,0.028197,-39.49,77240.0
1338,0.036841,30.66,65010.00000000001
1339,0.034705,-5.8,39340.0
1340,0.031296,-9.82,19700.0
1341,0.037345,19.33,20280.0
1342,0.052944,41.77,72240.0
1343,0.046783,-11.64,27110.0
1344,0.057465,22.83,26400.0
1345,0.078508,36.62,54230.0
1346,0.078793,0.36,38110.0
1347,0.070012,-11.14,22360.0
1348,0.072584,3.67,22670.0
1349,0.069611,-4.1,11230.0
1350,0.069791,0.26,13240.0
1351,0.066249,-5.07,7320.0
1352,0.062639,-5.45,13800.0
1353,0.056442,-9.89,19300.0
1354,0.053513,-5.19,11600.0
1355,0.049467,-7.56,10520.0
1356,0.059134,19.54,21380.0
1357,0.055036,-6.93,11880.0
1358,0.054135,-1.64,14030.0
1359,0.055881,3.23,10290.0
1360,0.05353,-4.21,15500.0
1361,0.047673,-10.94,11250.0
1362,0.056653,18.84,19490.0
1363,0.050045,-11.67,9270.0
1364,0.050463,0.84,6160.0
1365,0.050076,-0.77,4450.0
1366,0.048129,-3.89,4850.0
1367,0.050576,5.08,5220.0
1368,0.050279,-0.59,4670.0
1369,0.050474,0.39,3640.0
1370,0.049927,-1.08,3650.0
1371,0.049584,-0.69,3760.0
1372,0.050935,2.73,5280.0
1373,0.051881,1.86,3030.0
1374,0.062848,21.14,13640.0
1375,0.057978,-7.75,8670.0
1376,0.0559,-3.58,4710.0
1377,0.055893,-0.01,3390.0
1378,0.055261,-1.13,3660.0
1379,0.062694,13.45,6370.0
1380,0.058431,-6.8,9160.0
1381,0.056965,-2.51,4770.0
1382,0.058611,2.89,3910.0
1383,0.05788,-1.25,2390.0
1384,0.057294,-1.01,2560.0
1385,0.05827,1.7,3120.0
1386,0.058827,0.95,3430.0
1387,0.057471,-2.31,2570.0
1388,0.054929,-4.42,2420.0
1389,0.053437,-2.72,2810.0
1390,0.05151,-3.61,3000.0
1391,0.051263,-0.48,3470.0
1392,0.053973,5.29,2110.0
1393,0.054426,0.84,2390.0
1394,0.053637,-1.45,1420.0
1395,0.054102,0.87,1920.0
1396,0.054027,-0.14,2810.0
1397,0.053744,-0.52,2260.0
1398,0.062113,15.57,26140.0
1399,0.05757,-7.31,8100.0
1400,0.055554,-3.5,4080.0
1401,0.057401,3.32,3280.0
1402,0.059948,4.44,5220.0
1403,0.064283,7.23,9450.0
1404,0.058728,-8.64,9590.0
1405,0.061757,5.16,3860.0
1406,0.061582,-0.28,4130.0
1407,0.063688,3.42,5300.0
1408,0.07415,16.43,24470.0
1409,0.070719,-4.63,8900.0
1410,0.093763,32.59,23190.0
1411,0.121349,29.42,57290.0
1412,0.182784,50.63,37960.0
1413,0.365551,99.99,83390.0
1414,0.281909,-22.88,39280.0
1415,0.322037,14.23,29110.0
1416,0.407335,26.49,31680.0
1417,0.317696,-22.01,33270.0
1418,0.305633,-3.8,15480.0
1419,0.26081,-14.67,17340.0
1420,0.248731,-4.63,27910.0
1421,0.270017,8.56,17250.0
1422,0.251103,-7.0,10020.0
1423,0.269805,7.45,7900.0
1424,0.270668,0.32,5380.0
1425,0.323582,19.55,21220.0
1426,0.30324,-6.29,6740.0
1427,0.336635,11.01,6480.0
1428,0.390642,16.04,11340.0
1429,0.372404,-4.67,8200.0
1430,0.438244,17.68,9970.0
1431,0.559005,27.56,31900.0
1432,0.655355,17.24,28030.0
1433,0.579839,-11.52,12970.0
