,loss,val_loss
0,0.002550378081577756,0.001780552470745058
1,0.00253562902161992,0.0017757108386359357
2,0.0024953742527606742,0.0017411447663950484
3,0.0024334872983892974,0.0016485790864853285
4,0.00227462813305265,0.0014972900533691724
5,0.0019292323584938315,0.0011700703827372204
6,0.0014279808968302747,0.0007386847895258576
7,0.0008268863063812282,0.00039239569209379755
8,0.0004721623666132025,0.00021558470295122354
9,0.0003443753293820161,0.00014230677924822294
10,0.0002730676109630096,0.00011760112857393343
11,0.00017771252684447726,6.860154749103984e-05
12,0.00021085380962360676,5.60893167097459e-05
13,0.00025218016503359667,5.349661534022782e-05
14,0.00014597623012314447,5.664231636446762e-05
15,0.0001754493894784769,7.028302606181014e-05
16,0.00016341929727047905,4.664852701134425e-05
17,0.00017147506045744762,3.8830402505666e-05
18,0.00020371770296870418,4.545426557307722e-05
19,0.00017101664022599398,4.556974060414136e-05
20,0.00012874260628275983,4.136791311911038e-05
21,0.0001894437414467379,3.6158166635734476e-05
22,0.00018631731987306486,4.689035813815674e-05
23,0.00015166118728516628,5.638575133792419e-05
24,0.00016808788044974803,6.72722326905263e-05
25,0.000213803626881521,5.512106303482167e-05
26,0.00015289320742230134,3.776723031301006e-05
27,0.00017680456761398443,3.22242639593793e-05
28,0.00015376649701369849,3.7607444002901896e-05
29,0.0001709665591821287,4.2637953475297785e-05
30,0.00012404694204991027,3.8516417130061674e-05
31,0.00011616811315202131,4.430117313184237e-05
32,0.000145415898187514,4.897477696311031e-05
33,0.00016761436954758466,4.046706796230003e-05
34,0.00013846110443644705,4.0474257815800825e-05
35,0.00015149796727819225,4.494111235798069e-05
36,0.00014940414134675725,3.951906935867159e-05
37,0.00012311470055459628,5.6055959967980715e-05
38,0.00013454371225036658,3.9550841554683164e-05
39,0.00012442595601367076,3.754850799201189e-05
40,0.00012579364277790959,3.324306100554795e-05
41,0.00012217359509101208,6.334297988981167e-05
42,0.00016444407693449618,3.330953493387802e-05
43,0.00011954574544570365,3.419532973116681e-05
44,0.0001415651337256405,4.0788298280798515e-05
45,0.00014477841586368637,6.76440933400048e-05
46,0.00016764967159632797,3.5579034374677576e-05
47,0.0001332714471948977,4.515042350033642e-05
48,0.00012654628096449915,3.271107350199042e-05
49,0.00013543854946515292,4.4424924970320945e-05
50,0.00014201508879154603,4.4619043919516205e-05
51,0.00011455773707450718,3.415883361016731e-05
52,0.0001234082654679554,3.989777353747674e-05
53,0.0001895995461356598,0.00012022507516809216
54,0.00014979552391770277,3.82616392194106e-05
55,0.00012041112254817074,3.8158893476192476e-05
56,0.0001528471311678746,3.023678482508527e-05
57,0.00014674532794679412,4.7630239794493604e-05
58,0.00012582685759419647,3.3372696216310655e-05
59,0.00015516684894145802,4.0536924821137246e-05
60,0.00015326389182244697,5.016899328473598e-05
61,0.0001550655857751958,5.820945764401804e-05
62,0.0001371447882802457,3.264966999077788e-05
63,0.00012275911307268328,3.3676393983615095e-05
64,0.00013286309904914336,3.221185680378215e-05
65,0.00012771826324320244,3.214077354362762e-05
66,0.00018071601607040882,3.821600164357371e-05
67,0.0001821665853643469,5.5052218411897815e-05
68,0.00018514936329920475,3.485521356767256e-05
69,0.00013021878289957447,3.236947858621746e-05
70,0.00013924570287226164,4.2208981673267286e-05
71,9.453332867195418e-05,3.662237867017119e-05
72,0.00010557017546561236,3.292539838124683e-05
73,0.00013594091529119597,3.7991372623495254e-05
74,0.00016899281046342624,3.6398170144035145e-05
75,0.00014053760588501508,4.6720915158723e-05
76,0.00010158485479513021,4.474922160742535e-05
77,9.870572139746725e-05,3.276980164739099e-05
78,0.00012128793087109125,3.742944514695295e-05
79,0.00014512904962768767,3.0836804110483014e-05
80,0.00013319814786100657,5.073774095430187e-05
81,0.0001455631821195109,3.484159912916066e-05
82,0.00012577102551639596,4.0712475431431975e-05
83,0.00010358473508150789,3.316683652078593e-05
84,0.00014328112631932987,2.9377146100362548e-05
85,0.00013975379687196772,3.552050809273521e-05
86,0.00014613373464259822,3.8933698572402976e-05
87,0.0001349734921616205,2.9316565247706075e-05
88,0.00011534295007222618,3.6947068126593516e-05
89,0.00011867347182451245,3.751083414825994e-05
90,0.00014201665507741057,3.675807930110002e-05
91,0.00013930397463114238,6.350514592608122e-05
92,0.00016012312170188088,3.099592828943446e-05
93,0.00014662972459836607,3.1054380696322866e-05
94,7.806828865987869e-05,3.205902471832967e-05
95,0.0001394691691911571,4.5950130242999876e-05
96,0.00013017058283942747,8.224031911221437e-05
97,0.00015282807970245105,3.583718722052174e-05
98,0.00012356235221455534,3.075738219093639e-05
99,9.407510210657376e-05,3.473796231563865e-05
